,most_frequent_secs_elapsed,age,most_frequent_action,most_frequent_action_detail,first_browser,gender,most_frequent_action_type,affiliate_channel,most_frequent_device_type,first_device_type,first_affiliate_tracked,language,signup_method,affiliate_provider,signup_app,signup_flow
69,31.0,32.0,114,74,2,1,8,1,2,0,0,6,1,4,2,0
70,67.0,28.0,114,48,5,1,8,1,6,3,6,6,0,4,2,0
71,3207.0,28.0,7,0,17,0,0,6,11,7,0,6,0,8,2,0
72,30.0,42.0,114,48,5,1,8,1,9,6,0,6,0,4,2,0
73,109.0,28.0,110,81,5,0,2,1,9,6,3,6,0,4,2,0
74,59.0,52.0,45,0,9,2,8,1,9,6,6,6,0,4,2,0
75,300.0,51.0,38,0,23,1,8,1,6,3,0,6,0,4,2,0
76,178.0,105.0,114,48,9,2,8,4,6,3,3,6,1,8,2,0
77,15.0,24.0,6,0,0,2,0,1,12,8,6,6,0,4,3,25
78,0.0,28.0,109,81,0,0,8,1,2,0,6,6,2,4,0,12
79,7.0,35.0,114,22,23,2,8,1,6,3,6,6,1,4,2,0
80,1396.0,28.0,110,81,5,0,2,1,6,3,0,6,0,4,2,0
81,0.0,30.0,114,14,5,0,3,1,6,3,0,6,0,4,2,0
82,16.0,28.0,114,65,5,0,3,5,6,3,3,6,0,8,2,0
83,16.0,26.0,72,0,5,2,0,4,9,6,3,6,1,8,2,0
84,234.0,28.0,114,74,2,0,8,1,0,0,6,6,0,4,2,0
85,651.0,28.0,110,81,5,0,2,1,9,6,0,6,0,4,2,0
86,1.0,28.0,114,74,17,0,3,1,12,8,6,6,0,4,3,25
87,27.0,29.0,114,0,0,2,0,1,12,8,6,6,1,4,3,25
88,574.0,38.0,21,26,5,2,3,1,9,6,3,6,1,4,2,0
89,32.0,59.0,114,22,5,2,8,4,9,6,3,6,1,8,2,0
90,14.0,28.0,84,3,23,0,8,1,6,3,3,6,0,4,2,0
91,100.0,28.0,87,81,5,0,3,1,9,6,0,6,0,4,2,0
92,158.0,32.0,132,69,5,1,7,4,6,3,6,6,0,8,2,0
93,23.0,28.0,114,48,23,0,8,4,6,3,3,6,0,8,2,0
94,21.0,28.0,114,48,5,0,8,4,6,3,3,6,0,8,2,0
95,1.0,28.0,53,0,17,0,2,6,11,7,6,6,0,8,2,0
96,133.0,54.0,132,69,23,1,8,4,6,3,3,6,0,8,2,0
97,214.0,28.0,119,14,5,0,2,1,9,6,6,6,0,4,2,0
98,32.0,30.0,114,81,5,2,8,6,9,6,0,6,1,8,2,0
99,10.0,27.0,130,0,6,0,0,1,11,7,6,6,0,4,2,0
100,27.0,24.0,114,48,17,1,8,6,9,8,4,6,0,6,2,0
101,30.0,33.0,114,48,9,1,2,3,6,3,0,6,0,8,2,0
102,5.0,36.0,114,0,23,1,8,1,6,3,6,6,0,4,2,0
103,572.0,28.0,6,0,0,0,0,1,2,0,6,6,0,4,0,23
104,126.0,28.0,41,22,23,1,8,1,6,3,5,6,0,4,2,0
105,23.0,35.0,132,69,5,1,7,1,6,3,0,6,0,4,2,0
106,4.0,24.0,114,48,17,1,3,1,11,7,0,6,1,4,2,0
107,36.0,28.0,58,81,5,0,8,5,9,6,3,6,0,8,2,0
108,37.0,30.0,114,48,5,0,8,1,6,3,6,6,0,4,2,0
109,60.0,28.0,114,81,5,0,8,4,6,3,3,6,0,8,2,0
110,12.0,54.0,110,81,5,1,2,1,9,6,4,6,0,4,2,0
111,149.0,28.0,114,69,0,0,3,1,12,8,6,6,0,4,3,25
112,0.0,19.0,58,50,5,0,8,5,9,6,6,6,0,12,2,0
113,49.0,51.0,114,48,9,1,8,2,6,3,5,6,0,2,2,0
114,16.0,28.0,14,14,17,0,2,6,11,7,0,6,0,8,2,0
115,67.0,52.0,114,48,17,1,8,1,11,7,0,6,0,4,2,0
116,710.0,28.0,6,0,6,0,0,1,0,0,6,6,0,4,2,0
117,240.0,23.0,114,81,9,1,8,6,6,3,0,6,1,6,2,0
118,3.0,38.0,114,48,23,2,8,1,6,3,6,6,1,4,2,0
119,16.0,28.0,114,48,11,0,8,1,9,6,4,23,0,4,2,0
120,96.0,28.0,53,26,11,0,3,4,9,6,3,6,0,8,2,0
121,22.0,33.0,109,81,0,2,2,1,12,8,6,6,1,4,3,25
122,415.0,41.0,58,81,23,2,3,1,6,3,6,6,0,4,2,0
123,95.0,31.0,132,69,23,2,8,1,6,3,6,6,0,4,2,0
124,2.0,28.0,114,81,23,0,8,1,6,3,6,6,0,4,2,0
125,56.0,42.0,114,69,23,2,8,4,6,3,3,6,0,8,2,0
126,13.0,39.0,114,74,23,1,8,5,6,3,5,6,1,8,2,0
127,79.0,28.0,114,31,17,0,3,1,0,8,0,6,0,4,2,0
128,56.0,19.0,110,81,5,1,2,4,6,3,3,6,1,8,2,0
129,8.0,28.0,109,81,0,0,3,1,2,0,6,6,2,4,0,12
130,42.0,32.0,114,48,9,2,8,1,5,2,6,6,0,4,2,0
131,13.0,28.0,114,12,17,0,8,6,6,8,0,6,0,8,2,0
132,132.0,28.0,110,81,17,0,2,4,11,7,3,6,0,8,2,0
133,82.0,28.0,114,48,5,0,8,4,6,3,3,6,0,8,2,0
134,725.0,28.0,26,46,17,0,6,1,0,8,0,6,0,4,2,0
135,29.0,28.0,114,0,17,0,8,1,12,8,6,6,0,4,3,25
136,32.0,28.0,109,81,17,0,2,1,0,8,0,6,0,4,1,0
137,1.0,31.0,114,81,6,2,8,1,0,0,0,6,0,4,1,0
138,0.0,74.0,114,74,23,1,8,1,12,3,6,6,0,4,2,0
139,8.0,19.0,114,0,23,1,8,5,6,3,3,6,0,8,2,0
140,21.0,48.0,114,48,11,2,3,4,9,6,3,6,0,8,2,0
141,41.0,24.0,110,81,5,2,2,6,9,6,6,23,1,6,2,0
142,493.0,41.0,41,0,5,2,0,1,6,3,0,6,0,4,2,0
143,113.0,28.0,114,74,17,0,8,1,0,8,0,6,0,4,1,0
144,7.0,28.0,114,74,17,0,3,1,12,8,6,6,0,4,3,25
145,32.0,49.0,114,0,23,2,8,4,6,3,3,6,1,8,2,0
146,7.0,28.0,53,26,5,0,8,4,9,6,3,6,0,8,2,0
147,5.0,28.0,12,0,5,0,8,1,9,6,0,6,0,4,2,0
148,39.0,28.0,114,74,0,1,8,1,12,8,6,6,0,4,3,25
149,8.0,28.0,114,48,5,0,8,1,6,3,0,6,0,4,2,0
150,17.0,28.0,132,69,23,0,8,1,6,3,0,6,0,4,2,0
151,10.0,36.0,14,14,17,0,2,5,11,7,3,6,0,8,2,0
152,60.0,28.0,114,81,11,0,3,0,8,1,3,6,0,8,2,0
153,7.0,35.0,114,48,17,2,3,6,11,7,6,6,1,8,2,0
154,4.0,21.0,114,48,5,2,8,1,9,6,0,6,0,4,2,0
155,94.0,44.0,132,69,17,2,7,1,11,7,0,6,0,4,2,0
156,124.0,28.0,58,37,6,0,8,1,0,0,6,6,0,4,2,0
157,73.0,28.0,114,74,0,0,8,1,12,8,6,6,0,4,3,25
158,17.0,31.0,58,81,11,1,8,6,9,6,6,6,0,8,2,0
159,192.0,39.0,132,69,5,0,7,4,9,6,3,6,0,8,2,0
160,1492.0,28.0,114,81,23,0,8,1,6,3,6,6,0,4,2,0
161,65.0,50.0,114,0,17,0,0,1,12,8,0,6,0,4,3,25
162,41.0,28.0,110,81,17,0,8,4,9,8,0,6,0,8,2,0
163,71.0,27.0,114,74,0,1,8,1,11,7,6,6,0,4,3,25
164,217.0,28.0,41,0,23,0,0,4,12,3,3,6,0,1,2,0
165,225.0,28.0,41,22,5,1,8,1,6,3,6,6,0,4,2,0
166,9.0,31.0,114,81,9,0,8,1,9,6,6,6,0,4,2,0
167,64.0,28.0,109,81,0,0,2,1,2,0,6,6,0,4,0,23
168,52.0,61.0,104,50,23,1,2,5,6,3,3,6,0,8,2,0
169,597.0,26.0,19,16,9,1,3,1,6,3,0,6,1,4,2,0
170,52.0,39.0,21,26,23,2,2,1,6,3,0,6,1,4,2,0
171,9.0,45.0,114,0,0,2,3,1,12,8,6,6,1,4,3,25
172,43.0,28.0,73,41,5,0,2,5,9,6,0,6,0,8,2,0
173,0.0,38.0,114,0,5,2,8,1,4,2,6,6,1,4,2,0
174,21.0,29.0,114,0,0,0,0,1,2,0,6,6,0,4,0,23
175,420.0,19.0,38,0,5,2,8,1,6,3,0,6,0,4,2,0
176,204.0,28.0,41,1,5,0,8,4,9,6,3,6,0,8,2,0
177,129.0,28.0,58,81,5,0,8,1,9,6,3,6,0,4,2,0
178,136.0,46.0,114,48,23,1,8,1,6,3,6,6,0,4,2,0
179,36.0,59.0,114,81,0,2,8,1,6,0,6,6,1,4,2,0
180,116.0,28.0,109,81,0,0,2,1,12,8,6,6,0,4,3,25
181,51.0,27.0,58,39,23,1,8,1,6,3,0,6,0,4,2,0
182,24.0,28.0,114,48,5,1,8,1,6,3,0,6,0,4,2,0
183,1442.0,28.0,58,81,5,0,8,1,9,6,0,6,0,4,2,0
184,18969.0,28.0,21,0,6,2,0,1,2,0,0,6,1,4,1,0
185,445.0,28.0,58,39,17,0,8,1,9,7,3,6,0,4,2,0
186,22.0,44.0,114,48,0,2,8,1,2,0,6,6,1,4,0,23
187,100.0,28.0,6,0,0,0,0,1,2,0,6,6,0,4,0,23
188,11.0,35.0,41,22,9,0,8,4,9,6,3,6,0,8,2,0
189,30.0,28.0,58,81,23,0,8,1,6,3,0,6,0,4,2,0
190,1.0,28.0,37,0,17,0,2,1,11,7,4,6,0,4,2,0
191,16.0,28.0,114,65,5,0,3,1,6,3,0,6,0,4,2,0
192,24.0,26.0,114,48,5,2,2,1,9,6,0,6,1,4,2,0
193,5.0,28.0,114,81,23,0,2,1,6,3,0,6,0,4,2,0
194,55.0,28.0,114,48,2,0,8,1,12,0,6,6,0,4,3,25
195,237.0,59.0,114,48,5,2,3,1,6,3,6,6,0,4,2,0
196,14.0,27.0,114,81,5,1,8,1,6,3,0,14,0,4,2,0
197,1.0,19.0,109,81,0,0,2,1,11,7,6,6,0,4,3,25
198,7.0,28.0,109,81,0,0,2,1,12,8,6,6,0,4,3,25
199,105.0,28.0,53,26,17,0,8,4,12,7,6,6,0,8,2,0
200,62.0,19.0,102,0,0,0,0,1,11,7,6,6,0,4,3,25
201,18.0,28.0,114,48,2,0,8,1,0,0,6,6,0,4,1,0
202,176.0,19.0,58,81,23,1,8,1,6,3,0,6,0,4,2,0
203,13.0,28.0,114,0,0,2,0,1,12,8,6,6,1,4,3,25
204,0.0,28.0,104,50,5,0,8,1,6,3,6,6,0,4,2,0
205,0.0,19.0,73,41,5,0,8,1,6,3,6,6,0,4,2,0
206,33.0,28.0,45,23,5,2,8,1,6,3,6,6,0,4,2,0
207,15.0,27.0,114,81,9,2,8,1,9,6,0,6,0,4,2,0
208,78.0,28.0,114,81,23,0,8,4,6,3,3,6,0,8,2,0
209,25.0,28.0,83,0,17,0,0,1,12,8,0,6,0,4,3,25
210,58.0,30.0,114,0,17,1,3,1,0,8,6,6,0,4,1,0
211,34.0,28.0,114,74,0,0,8,1,11,7,6,6,0,4,3,25
212,37.0,27.0,53,26,23,2,3,1,6,3,6,6,0,4,2,0
213,23.0,28.0,109,81,0,0,2,1,12,8,6,6,0,4,3,25
214,4.0,36.0,109,81,5,2,2,1,0,4,6,6,1,4,1,0
215,401.0,28.0,41,22,9,0,8,1,9,6,3,6,0,4,2,0
216,4.0,37.0,114,74,0,0,8,1,12,8,6,6,0,4,3,25
217,58.0,32.0,114,74,0,1,8,1,12,8,6,6,1,4,3,25
218,7.0,28.0,109,81,17,0,2,1,0,8,0,6,0,4,1,0
219,487.0,28.0,41,0,5,1,8,1,6,3,6,6,0,4,2,0
220,4.0,28.0,114,22,17,0,8,0,11,7,3,14,0,8,2,0
221,1764.0,29.0,114,0,9,2,8,1,9,6,0,6,1,4,2,0
222,38.0,26.0,114,74,17,1,3,4,12,8,0,6,0,1,3,25
223,0.0,29.0,58,81,9,0,8,4,6,3,3,6,0,8,2,0
224,15.0,40.0,114,48,5,0,8,1,9,6,6,6,0,4,2,0
225,53.0,25.0,114,0,5,1,8,1,9,6,0,6,1,4,2,0
226,28.0,28.0,114,48,17,0,3,4,11,8,6,6,0,8,2,0
227,98.0,35.0,132,70,5,0,7,1,9,6,0,6,0,4,2,0
228,2.0,27.0,114,0,0,2,8,1,2,0,6,6,0,4,0,23
229,0.0,28.0,104,50,23,0,8,4,6,3,3,6,0,8,2,0
230,15.0,28.0,41,16,5,0,2,4,9,6,3,6,0,8,2,0
231,0.0,30.0,73,0,9,1,8,1,6,3,3,6,0,4,2,0
232,56.0,28.0,114,81,0,0,2,1,12,8,6,6,0,4,3,25
233,34.0,36.0,114,48,5,2,3,5,11,6,3,6,1,8,2,0
234,9.0,28.0,83,0,0,0,0,1,12,8,6,6,0,4,3,25
235,928.0,23.0,114,81,23,1,8,4,6,3,3,6,1,8,2,0
236,1.0,28.0,110,81,5,0,2,4,9,6,3,23,0,8,2,0
237,6.0,28.0,114,81,5,0,8,4,6,3,3,6,0,8,2,0
238,7.0,28.0,114,83,17,0,8,1,11,7,3,6,0,4,2,0
239,6.0,28.0,110,81,17,0,2,5,11,7,6,6,0,8,2,0
240,0.0,28.0,104,50,5,2,8,1,6,3,6,6,0,4,2,0
241,44.0,28.0,132,69,5,0,7,4,6,3,3,6,0,8,2,0
242,1007.0,24.0,114,0,23,2,8,4,6,3,3,6,0,8,2,0
243,68.0,28.0,114,0,0,0,8,1,12,8,6,6,0,4,3,25
244,2.0,28.0,114,48,5,0,8,1,6,3,6,6,0,4,2,0
245,15.0,41.0,109,81,17,0,2,1,0,8,0,6,0,4,1,0
246,43.0,28.0,114,0,0,0,3,1,2,0,6,6,2,4,0,12
247,314.0,28.0,41,22,23,0,8,1,6,3,3,6,0,4,2,0
248,5.0,28.0,114,48,9,0,8,1,9,6,0,6,0,4,2,0
249,8.0,33.0,14,14,5,0,2,1,9,6,6,6,0,4,2,0
250,38.0,28.0,41,22,9,0,8,1,6,3,6,6,0,4,2,0
251,27.0,28.0,114,74,17,0,8,1,12,8,0,6,0,4,3,25
252,29.0,28.0,114,0,0,0,0,1,2,0,6,6,0,4,0,23
253,18.0,40.0,41,0,9,1,0,1,6,3,6,6,0,4,2,0
254,40.0,28.0,114,0,0,0,8,1,1,4,6,6,2,4,0,12
255,1214.0,28.0,104,50,17,0,8,6,11,7,0,6,0,8,2,0
256,10.0,39.0,53,26,5,0,3,4,6,3,3,6,0,8,2,0
257,11.0,28.0,58,81,11,0,8,1,9,6,0,6,0,4,2,0
258,22.0,28.0,114,48,5,0,3,5,9,6,3,6,0,8,2,0
259,395.0,28.0,41,22,9,0,8,5,9,6,3,6,0,8,2,0
260,384.0,28.0,41,22,9,0,8,5,9,6,3,6,0,8,2,0
261,5.0,31.0,110,81,23,1,2,3,6,3,6,6,0,8,2,0
262,0.0,28.0,106,75,0,0,3,1,11,7,6,6,0,4,3,25
263,85.0,31.0,114,74,0,1,3,1,11,7,6,6,1,4,3,25
264,5.0,28.0,45,0,23,0,0,4,6,3,3,6,0,8,2,0
265,43.0,27.0,6,0,0,1,0,1,12,8,6,6,1,4,3,25
266,209.0,37.0,41,22,5,1,8,1,6,3,6,6,0,4,2,0
267,1.0,28.0,114,74,0,0,8,1,11,7,6,6,0,4,3,25
268,7.0,28.0,58,81,5,0,8,1,6,3,6,6,0,4,2,0
269,538.0,28.0,114,82,2,0,8,1,2,0,6,6,0,4,1,0
270,76.0,28.0,114,74,0,0,8,1,12,8,6,6,0,4,3,25
271,69.0,21.0,53,0,5,1,3,1,4,2,0,6,1,4,2,0
272,0.0,36.0,104,50,9,0,8,4,6,3,3,6,0,8,2,0
273,38.0,28.0,110,81,11,0,2,4,9,6,6,6,0,8,2,0
274,139.0,21.0,6,0,0,2,0,1,2,0,6,6,1,4,0,23
275,85.0,28.0,114,74,17,0,8,1,12,8,6,6,0,4,3,25
276,13.0,28.0,109,81,17,0,2,1,0,8,0,6,0,4,1,0
277,32.0,57.0,114,81,5,1,8,4,6,3,3,6,0,8,2,0
278,4.0,28.0,114,0,17,0,3,1,0,8,6,6,0,4,2,0
279,7.0,28.0,109,81,0,0,2,1,2,0,6,6,0,4,0,23
280,47.0,23.0,114,74,23,1,3,4,6,3,0,6,1,8,2,0
281,375.0,28.0,21,23,5,1,8,1,6,3,6,20,1,4,2,0
282,0.0,50.0,104,0,11,2,8,6,9,6,6,9,1,8,2,0
283,5.0,57.0,114,81,17,2,8,1,11,7,6,6,0,4,2,0
284,19.0,32.0,114,14,5,2,8,1,9,6,6,6,0,4,2,0
285,3.0,35.0,114,0,5,1,8,1,9,6,0,6,0,4,2,0
286,1167.0,27.0,58,81,5,1,8,1,9,6,4,23,0,4,2,0
287,94.0,18.0,109,81,6,1,2,1,0,0,0,6,0,4,1,0
288,16.0,28.0,114,81,5,0,8,5,9,6,3,6,0,8,2,0
289,19.0,31.0,114,81,5,1,8,4,9,6,3,6,1,8,2,0
290,398.0,28.0,45,0,6,0,8,1,2,0,0,6,0,4,1,0
291,60.0,19.0,118,65,5,0,3,6,6,3,0,6,0,8,2,0
292,407.0,28.0,132,69,17,0,8,1,6,8,6,6,0,4,2,0
293,117.0,105.0,41,22,17,0,3,1,12,7,6,6,0,4,2,0
294,240.0,18.0,45,23,17,0,8,4,11,7,3,6,0,8,2,0
295,5.0,41.0,110,81,6,1,8,1,11,7,6,6,0,4,2,0
296,9.0,105.0,114,48,5,0,8,4,9,6,3,6,0,8,2,0
297,11.0,28.0,109,81,17,0,3,1,0,8,0,6,0,4,1,0
298,15.0,28.0,114,81,23,0,8,1,6,3,0,6,0,4,2,0
299,27.0,28.0,41,22,5,0,8,6,9,6,0,6,0,8,2,0
300,166.0,34.0,53,26,5,2,3,1,6,3,0,6,1,4,2,0
301,192.0,45.0,114,81,9,2,8,1,6,3,0,6,0,4,2,0
302,0.0,27.0,114,0,5,0,8,1,9,6,6,6,0,4,2,0
303,19.0,33.0,114,0,0,2,8,1,12,8,6,6,1,4,3,25
304,36.0,44.0,114,81,9,1,8,1,9,6,0,6,1,4,2,0
305,408.0,31.0,41,22,17,1,8,1,12,8,6,6,1,4,2,0
306,36.0,28.0,114,81,6,0,8,1,0,0,6,6,0,4,2,0
307,195.0,34.0,114,0,11,1,8,1,8,1,6,6,1,4,2,0
308,566.0,29.0,132,69,9,1,8,1,9,6,6,6,0,4,2,0
309,49.0,21.0,114,81,23,1,8,2,6,3,2,6,1,12,2,0
310,655.0,28.0,58,81,11,0,8,1,9,6,6,6,0,4,2,0
311,0.0,27.0,104,50,5,0,8,1,9,6,6,6,0,4,2,0
312,3.0,22.0,114,48,23,1,8,1,6,3,6,6,1,4,2,0
313,169.0,28.0,58,81,17,0,8,4,11,7,3,6,0,8,2,0
314,15.0,30.0,114,81,11,1,8,1,9,6,6,6,1,4,2,0
315,40.0,37.0,114,0,0,2,8,1,12,8,6,6,1,4,3,25
316,23.0,28.0,114,0,17,0,0,1,12,8,0,6,0,4,3,25
317,4.0,37.0,12,0,5,0,0,4,9,6,3,6,0,8,2,0
318,2.0,28.0,114,0,0,0,8,1,2,0,6,6,2,4,0,12
319,166.0,28.0,41,0,9,0,8,4,9,6,0,6,0,1,2,0
320,68.0,28.0,114,39,5,0,8,4,6,3,0,6,0,8,2,0
321,292.0,26.0,21,26,5,1,3,4,6,3,3,6,1,8,2,0
322,282.0,28.0,53,26,5,0,3,5,9,6,3,6,0,8,2,0
323,28.0,23.0,132,69,23,1,7,4,6,3,0,6,0,8,2,0
324,9.0,49.0,114,83,9,2,3,5,9,6,3,6,1,8,2,0
325,63.0,28.0,110,81,5,0,8,1,9,6,0,6,0,4,2,0
326,14.0,28.0,114,48,9,0,8,1,6,3,6,6,0,4,2,0
327,14.0,28.0,114,48,0,0,8,1,12,8,6,6,0,4,3,25
328,0.0,53.0,104,50,5,1,8,4,9,6,3,6,1,8,2,0
329,66.0,28.0,114,14,2,0,8,1,9,0,6,6,0,4,2,0
330,89.0,28.0,109,81,0,0,2,1,2,0,6,16,2,4,0,12
331,42.0,29.0,114,48,23,1,8,4,6,3,3,6,1,8,2,0
332,65.0,50.0,114,81,5,1,8,4,6,6,0,6,1,8,2,0
333,14.0,28.0,109,81,17,0,8,1,12,8,0,6,0,4,2,0
334,6.0,47.0,114,23,9,0,8,1,6,3,6,6,0,4,2,0
335,34.0,50.0,114,48,5,1,8,4,9,6,3,6,0,8,2,0
336,0.0,34.0,114,0,5,2,8,1,6,3,0,6,0,4,2,0
337,52.0,39.0,114,0,17,0,3,1,12,8,6,6,0,4,3,25
338,39.0,37.0,114,0,5,2,8,1,6,3,6,6,0,4,2,0
339,42.0,28.0,114,48,5,0,8,1,9,6,6,6,0,4,2,0
340,1132.0,57.0,57,49,11,1,2,1,9,6,6,6,1,4,2,0
341,25.0,26.0,114,81,17,1,3,1,12,8,0,6,1,4,3,25
342,118.0,29.0,114,0,5,0,8,1,9,6,0,6,0,4,2,0
343,0.0,38.0,114,0,23,1,0,3,12,3,6,6,0,8,2,0
344,21.0,28.0,109,0,0,0,8,1,2,4,6,14,2,4,0,12
345,207.0,28.0,41,22,9,0,8,1,9,6,6,6,0,4,2,0
346,62.0,28.0,58,81,5,0,8,4,9,6,3,6,0,8,2,0
347,69.0,28.0,58,81,23,0,8,4,6,3,3,6,0,8,2,0
348,312.0,32.0,104,0,23,1,8,1,6,3,6,6,1,4,2,0
349,97.0,40.0,21,22,5,2,8,6,6,3,0,6,1,8,2,0
350,0.0,36.0,45,23,23,1,8,1,6,3,6,6,0,4,2,0
351,32.0,31.0,41,0,5,2,8,4,9,6,3,6,0,1,2,0
352,7.0,28.0,114,81,0,0,8,1,11,7,6,6,0,4,3,25
353,1.0,34.0,58,0,5,2,0,1,6,3,0,6,1,4,2,0
354,24.0,28.0,114,83,11,0,8,4,9,6,3,6,0,1,2,0
355,4.0,25.0,47,0,5,2,0,6,4,2,0,6,0,8,2,0
356,51.0,36.0,114,0,5,1,8,4,6,3,3,6,0,8,2,0
357,23.0,28.0,114,48,9,0,8,4,9,6,3,6,0,8,2,0
358,0.0,28.0,118,65,5,0,3,1,4,2,0,6,0,4,2,0
359,634.0,28.0,41,22,5,0,8,1,9,6,6,6,0,4,2,0
360,4.0,39.0,114,74,0,1,3,1,12,8,6,6,1,4,3,25
361,13.0,44.0,45,23,11,1,8,1,9,6,6,6,1,4,2,0
